"pt_id"	"type"	"prep_no"	"sort_well"	"sort_plate"	"FACS_code"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"Assigned"	"Unassigned_Unmapped"	"Unassigned_MappingQuality"	"Unassigned_Chimera"	"Unassigned_FragmentLength"	"Unassigned_Duplicate"	"Unassigned_MultiMapping"	"Unassigned_Secondary"	"Unassigned_NonSplit"	"Unassigned_NoFeatures"	"Unassigned_Overlapping_Length"	"Unassigned_Ambiguity"
"7202_MET_35_A3_P1"	"7202"	"MET"	35	"A3"	"P1"	"CD56+ CD127-"	78.92	484455	3640	1.38	1.51	16.14	294.78	0.01	0.42	301	1723	470940	476884	1468250	276	0	0	1860340	3163	0.01	0.17	4.75	88371	2208	300280	0.01	629709	0	0	0	0	651231	191889	0	0	183836	0	29535
"7202_MET_35_A4_P1"	"7202"	"MET"	35	"A4"	"P1"	"CD56+ CD127-"	80.62	274903	2167	1.38	1.72	14.53	294.25	0.01	0.47	301	28	261555	267439	1575718	133	0	0	1954508	391	0.01	0.02	4.83	94359	5269	283907	0.01	539805	0	0	0	0	574685	200434	0	0	468182	0	19560
"7202_MET_35_A5_P1"	"7202"	"MET"	35	"A5"	"P1"	"CD56- CD127+"	81.91	518931	1684	1.31	1.56	14.75	295.98	0.01	0.39	301	51	505759	515187	1441220	18	0	0	1759582	0	0.01	0	3.34	58704	2009	259640	0	617274	0	0	0	0	669642	118137	0	0	137090	0	33098
"7202_MET_35_A6_P1"	"7202"	"MET"	35	"A6"	"P1"	"CD56+ CD127-"	80.27	805790	4155	1.21	1.52	15.09	294.84	0.01	0.44	301	780	784602	799094	1732838	167	0	0	2158645	1728	0.01	0.08	4.54	98030	1761	325882	0.01	832185	0	0	0	0	603045	224480	0	0	270221	0	50637
"7202_MET_35_A7_P1"	"7202"	"MET"	35	"A7"	"P1"	"CD56+ CD127-"	80.83	836568	3831	1.31	1.62	15.03	294.77	0.01	0.42	301	1269	825109	829523	1652106	32	0	0	2043811	204	0.01	0.01	4.12	84249	1945	307220	0	769395	0	0	0	0	652435	192863	0	0	205213	0	45494
"7202_MET_35_A8_P1"	"7202"	"MET"	35	"A8"	"P1"	"CD56+ CD127+"	80.81	981121	5439	1.25	1.5	14.62	294.66	0.01	0.43	301	332	962591	971450	1783577	135	0	0	2207239	1324	0.01	0.06	4.51	99496	3900	322707	0.01	858791	0	0	0	0	664789	208098	0	0	220929	0	68483
"7202_MET_35_A9_P1"	"7202"	"MET"	35	"A9"	"P1"	"CD56+ CD127+"	78.86	527474	2687	1.22	1.55	16.79	294.92	0.01	0.43	301	374	516871	523044	1394974	348	0	0	1768926	2652	0.01	0.15	4.19	74064	1369	296888	0.02	624106	0	0	0	0	611122	186609	0	0	148315	0	28662
"7202_MET_35_A10_P1"	"7202"	"MET"	35	"A10"	"P1"	"CD56- CD127+"	81.73	579523	5044	1.27	1.45	14.97	295.17	0.01	0.43	301	870	567799	572035	1661259	39	0	0	2032724	406	0.01	0.02	3.28	66774	1574	304246	0	710099	0	0	0	0	664332	149346	0	0	267131	0	34157
"7202_MET_35_A11_P1"	"7202"	"MET"	35	"A11"	"P1"	"CD56+ CD127+"	82.19	825749	5662	1.28	1.61	13.29	295.36	0.01	0.46	301	49	809389	817940	1464832	156	0	0	1782200	713	0.01	0.04	4.47	79590	2098	236909	0.01	790071	0	0	0	0	472376	180925	0	0	169589	0	49215
"7202_MET_35_A12_P1"	"7202"	"MET"	35	"A12"	"P1"	"CD56+ CD127+"	81.13	628246	4828	1.37	1.44	15.74	295.14	0.01	0.5	301	329	615980	619385	1473491	332	0	0	1816230	2362	0.01	0.13	2.98	54114	3704	285931	0.02	684199	0	0	0	0	581884	116405	0	0	182726	0	36722
"7202_MET_35_B1_P1"	"7202"	"MET"	35	"B1"	"P1"	"CD56+ CD127-"	80.15	621218	4178	1.29	1.49	14.23	295.46	0.01	0.45	301	687	605944	613879	1406235	428	0	0	1754408	1754	0.01	0.1	5.49	96381	2474	249610	0.02	682120	0	0	0	0	547810	203563	0	0	170220	0	35470
"7202_MET_35_B2_P1"	"7202"	"MET"	35	"B2"	"P1"	"CD56+ CD127+"	79.95	733652	5664	1.29	1.5	13.86	295.49	0.01	0.43	301	602	720012	723733	1319658	17	0	0	1650624	165	0.01	0.01	6.18	102010	3653	228774	0	698416	0	0	0	0	471027	218295	0	0	147299	0	34838
"7202_MET_35_B3_P1"	"7202"	"MET"	35	"B3"	"P1"	"CD56- CD127+"	79.23	409999	2625	1.35	1.5	17.08	295.18	0.01	0.39	301	660	398250	403803	1498761	99	0	0	1891702	378	0.01	0.02	3.67	69337	2911	323127	0.01	593421	0	0	0	0	760650	136040	0	0	139379	0	25450
"7202_MET_35_B4_P1"	"7202"	"MET"	35	"B4"	"P1"	"CD56+ CD127-"	80.2	882195	2946	1.37	1.4	15.61	294.72	0.01	0.45	301	176	864061	876273	1687646	88	0	0	2104416	210	0.01	0.01	4.18	87996	2800	328476	0	794788	0	0	0	0	695543	201934	0	0	171455	0	47569
"7202_MET_35_B5_P1"	"7202"	"MET"	35	"B5"	"P1"	"CD56+ CD127-"	81.19	1098409	5640	1.2	1.55	12.57	295.66	0.01	0.42	301	1593	1076217	1087789	1743310	258	0	0	2147095	1718	0.01	0.08	6.14	131898	3387	269911	0.01	874812	0	0	0	0	661457	260414	0	0	198050	0	53567
"7202_MET_35_B6_P1"	"7202"	"MET"	35	"B6"	"P1"	"CD56+ CD127-"	80.86	1139379	7651	1.33	1.52	12.44	295.27	0.01	0.5	301	705	1120228	1127036	1539105	157	0	0	1903423	951	0.01	0.05	6.65	126503	3987	236707	0.01	890122	0	0	0	0	415075	277928	0	0	201415	0	70138
"7202_MET_35_B7_P1"	"7202"	"MET"	35	"B7"	"P1"	"CD56+ CD127+"	80.34	692876	4129	1.18	1.69	15.15	295.09	0.01	0.43	301	963	672311	684467	1654253	86	0	0	2059153	824	0.01	0.04	4.47	92068	3317	311922	0	744449	0	0	0	0	675460	200887	0	0	219431	0	36661
"7202_MET_35_B8_P1"	"7202"	"MET"	35	"B8"	"P1"	"CD56+ CD127-"	81.27	873074	3850	1.29	1.58	14.53	295.53	0.01	0.43	301	688	853786	865348	1866929	28	0	0	2297098	230	0.01	0.01	4.19	96232	3188	333679	0	826085	0	0	0	0	776825	209344	0	0	227754	0	59758
"7202_MET_35_B9_P1"	"7202"	"MET"	35	"B9"	"P1"	"CD56- CD127+"	80.02	357063	1685	1.32	1.41	16.88	295.32	0.01	0.37	301	700	350872	352794	1475698	399	0	0	1844264	1660	0.01	0.09	3	55258	1884	311249	0.02	564569	0	0	0	0	706274	127079	0	0	197630	0	17804
"7202_MET_35_B10_P1"	"7202"	"MET"	35	"B10"	"P1"	"CD56+ CD127-"	79.75	469506	2710	1.31	1.37	16.87	295.33	0.01	0.4	301	906	445363	464210	1493615	74	0	0	1872843	562	0.01	0.03	3.34	62624	1680	315968	0	627449	0	0	0	0	668576	148129	0	0	181194	0	28331
"7202_MET_35_B11_P1"	"7202"	"MET"	35	"B11"	"P1"	"CD56+ CD127-"	81.11	881098	5607	1.34	1.63	14.38	295.12	0.01	0.41	301	153	864595	871233	1589347	217	0	0	1959590	1372	0.01	0.07	4.43	86793	4105	281861	0.01	791914	0	0	0	0	579478	188367	0	0	191894	0	45774
"7202_MET_35_B12_P1"	"7202"	"MET"	35	"B12"	"P1"	"CD56+ CD127+"	81.94	407388	3003	1.26	1.67	13.2	295.54	0.01	0.45	301	294	395142	400571	1066211	310	0	0	1301277	2732	0.01	0.21	4.63	60300	3520	171724	0.02	519450	0	0	0	0	301360	138849	0	0	233311	0	23393
"7202_MET_35_C1_P1"	"7202"	"MET"	35	"C1"	"P1"	"CD56+ CD127-"	76.24	359603	2494	1.14	1.65	17.82	294.99	0.01	0.42	301	4	350396	355697	991219	14	0	0	1300103	130	0.01	0.01	5.93	77054	1408	231686	0	489018	0	0	0	0	419790	162634	0	0	88330	0	18440
"7202_MET_35_C2_P1"	"7202"	"MET"	35	"C2"	"P1"	"CD56+ CD127+"	76.78	420147	2842	1.29	1.48	17.04	294.76	0.01	0.47	301	674	408213	414866	1052410	130	0	0	1370754	274	0.01	0.02	6.15	84273	1765	233667	0.01	496708	0	0	0	0	382880	178377	0	0	169257	0	25719
